PEOPLE_NEGATIVE_NEW_COUNT,PROVINCE_STATE_CODE,DATA_COMPLETENESS_SCORE_NAME,PEOPLE_POSITIVE_CASES_COUNT,REPORT_DATE,PROVINCE_STATE_NAME,PEOPLE_IN_INTENSIVE_CARE_CURRENTLY_COUNT,PEOPLE_PENDING_CASES_COUNT,PEOPLE_RECOVERED_COUNT,REPORTED_DATE_TIME,PEOPLE_POSITIVE_NEGATIVE_TEST_RESULTS_COUNT,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,PEOPLE_INTUBATED_CUMULATIVE_COUNT,PEOPLE_TEST_RESULTS_NEW_COUNT,PEOPLE_IN_INTENSIVE_CARE_CUMULATIVE_COUNT,PROVINCE_STATE_FIPS_NUMBER,PEOPLE_NEGATIVE_CASES_COUNT,PEOPLE_HOSPITALIZED_NEW_COUNT,PEOPLE_HOSPITALIZED_CUMULATIVE_COUNT,PEOPLE_INTUBATED_CURRENTLY_COUNT,PEOPLE_HOSPITALIZED_CURRENTLY_COUNT,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
5407,IA,A+,24854,6/18/2020,Iowa,64,,15604,6/18/2020 12:00:00 AM,240931,COVID Tracking Project Historical,6,,5800,,19,216077,0,,47,188,393,679
1136,ID,A,3632,6/18/2020,Idaho,7,,3013,6/17/2020 7:00:00 PM,68012,COVID Tracking Project Historical,0,,1228,101,16,64380,0,275,,23,92,88
24911,IL,A,135639,6/18/2020,Illinois,538,,,6/18/2020 12:00:00 AM,1284693,COVID Tracking Project Historical,52,,25504,,17,1149054,0,,321,1878,593,6718
13115,IN,A+,41438,6/18/2020,Indiana,236,,30175,6/17/2020 11:59:00 PM,384722,COVID Tracking Project Historical,16,,13540,1389,18,343284,63,6589,103,754,425,2491
0,KS,A,11681,6/18/2020,Kansas,,,696,6/17/2020 10:00:00 AM,142124,COVID Tracking Project Historical,0,146,0,333,20,130443,0,1011,,,0,247
6309,KY,B,13197,6/18/2020,Kentucky,68,,3506,6/18/2020 12:00:00 AM,306380,COVID Tracking Project Historical,2,,6511,975,21,293183,27,2482,,400,202,520
0,LA,B,48634,6/18/2020,Louisiana,,,37017,6/17/2020 1:00:00 PM,545221,COVID Tracking Project Historical,0,,0,,22,496587,0,,83,585,0,3062
8943,MA,A+,106422,6/18/2020,Massachusetts,227,,91404,6/18/2020 10:00:00 AM,741260,COVID Tracking Project Historical,36,,9214,,25,634838,60,10985,125,968,271,7770
6005,MD,A,63229,6/18/2020,Maryland,269,,4640,6/18/2020 10:00:00 AM,447608,COVID Tracking Project Historical,20,,6265,,24,384379,48,10357,,660,260,3016
0,ME,A,2878,6/18/2020,Maine,10,,2300,6/17/2020 11:59:00 PM,74060,COVID Tracking Project Historical,0,,42,,23,71182,0,323,4,27,42,102
0,MI,A+,66798,6/18/2020,Michigan,209,,44964,6/18/2020 12:00:00 AM,850186,COVID Tracking Project Historical,25,,301,,26,783388,0,,101,557,301,6061
11913,MN,A,31675,6/18/2020,Minnesota,171,,27566,6/17/2020 5:00:00 PM,460879,COVID Tracking Project Historical,19,,12292,1144,27,429204,29,3718,,345,379,1376
12057,MO,B,16908,6/18/2020,Missouri,,,,6/18/2020 3:00:00 PM,297342,COVID Tracking Project Historical,37,,12340,,29,280434,0,,64,533,283,946
0,MP,D,30,6/18/2020,Northern Mariana Islands,,,19,6/16/2020 6:09:00 PM,8169,COVID Tracking Project Historical,0,,0,,69,8139,0,,,,0,2
-5674,MS,A,20641,6/18/2020,Mississippi,161,,15323,6/16/2020 7:00:00 PM,238715,COVID Tracking Project Historical,0,,-5674,,28,218074,0,2767,100,668,0,938
1330,MT,C,655,6/18/2020,Montana,,,545,6/18/2020 12:00:00 AM,66870,COVID Tracking Project Historical,0,,1355,,30,66215,3,81,,8,25,20
24923,NC,A,48188,6/18/2020,North Carolina,,,29219,6/18/2020 12:00:00 PM,693678,COVID Tracking Project Historical,7,,26256,,37,645490,0,,,857,1333,1175
953,ND,D,3193,6/18/2020,North Dakota,,,2809,6/18/2020 1:00:00 PM,90654,COVID Tracking Project Historical,0,,980,,38,87461,7,208,,26,27,70
2231,NE,D,17226,6/18/2020,Nebraska,,,10761,6/17/2020 8:00:00 PM,144813,COVID Tracking Project Historical,3,,2426,,31,127587,25,1141,,156,195,234
1826,NH,B,5436,6/18/2020,New Hampshire,,,4104,6/17/2020 9:00:00 AM,101984,COVID Tracking Project Historical,4,,1898,156,33,96548,10,531,,56,72,330
23489,NJ,A+,168107,6/18/2020,New Jersey,319,,29101,6/18/2020 1:00:00 PM,1171734,COVID Tracking Project Historical,32,,23893,,34,1003627,0,19010,257,1258,404,14607
4212,NM,C,10065,6/18/2020,New Mexico,,,4351,6/17/2020 6:45:00 PM,275897,COVID Tracking Project Historical,5,,4344,,35,265832,17,1715,,161,132,452
2952,NV,A+,12076,6/18/2020,Nevada,93,,641,6/18/2020 11:00:00 AM,230796,COVID Tracking Project Historical,3,,3186,,32,218720,0,,55,357,234,489
67923,NY,A,385760,6/18/2020,New York,388,,69243,6/18/2020 12:00:00 AM,3179660,COVID Tracking Project Historical,32,,68541,,36,2793900,0,89995,278,1358,618,24661
14761,OH,B,43122,6/18/2020,Ohio,219,,,6/18/2020 2:00:00 PM,600024,COVID Tracking Project Historical,22,,15461,1807,39,556902,53,7104,149,547,700,2633
3671,OK,A+,9354,6/18/2020,Oklahoma,89,,7071,6/17/2020 12:00:00 AM,269553,COVID Tracking Project Historical,2,,4121,,40,260199,0,1146,,197,450,366
4638,OR,A+,6366,6/18/2020,Oregon,46,,2502,6/18/2020 3:01:00 AM,189136,COVID Tracking Project Historical,4,,4786,,41,182770,4,933,28,141,148,187
10819,PA,A+,80236,6/18/2020,Pennsylvania,,,60979,6/18/2020 12:00:00 AM,624068,COVID Tracking Project Historical,42,,11237,,42,543832,0,,170,740,418,6361
0,PR,C,6111,6/18/2020,Puerto Rico,9,,,6/18/2020 6:30:00 AM,119391,COVID Tracking Project Historical,0,,108,,72,113280,0,,5,73,108,147
1219,RI,A+,16354,6/18/2020,Rhode Island,23,,1502,6/18/2020 3:00:00 AM,219563,COVID Tracking Project Historical,9,,2941,,44,123216,13,1911,13,126,71,885
6777,SC,A,21548,6/18/2020,South Carolina,,,9734,6/17/2020 11:59:00 PM,280523,COVID Tracking Project Historical,4,,7769,,45,258975,0,2055,,626,992,621
1306,SD,B,6109,6/18/2020,South Dakota,,,5221,6/17/2020 6:00:00 PM,70353,COVID Tracking Project Historical,0,,1365,,46,64244,15,585,,93,59,78
7135,TN,B,32829,6/18/2020,Tennessee,,,21949,6/18/2020 3:00:00 PM,652394,COVID Tracking Project Historical,12,,7821,,47,619565,29,2209,,617,686,509
34587,TX,B,99851,6/18/2020,Texas,,,63812,6/18/2020 5:15:00 PM,1407741,COVID Tracking Project Historical,43,,38103,,48,1307890,0,,,2947,3516,2105
3498,UT,A,15839,6/18/2020,Utah,66,,8786,6/18/2020 10:14:00 AM,282685,COVID Tracking Project Historical,3,145,3993,326,49,266846,18,1120,,282,495,152
7264,VA,A+,56238,6/18/2020,Virginia,241,259,7493,6/17/2020 5:00:00 PM,502068,COVID Tracking Project Historical,3,,7727,,51,445830,-17,8350,129,857,463,1586
0,VI,C,73,6/18/2020,Virgin Islands,,13,64,6/17/2020 8:34:00 AM,2427,COVID Tracking Project Historical,0,,0,,78,2354,0,,,,0,6
1077,VT,B,1135,6/18/2020,Vermont,,,917,6/18/2020 12:00:00 AM,54745,COVID Tracking Project Historical,1,,1082,,50,53610,0,,,11,5,56
6299,WA,B,28575,6/18/2020,Washington,,,,6/17/2020 2:59:00 AM,470043,COVID Tracking Project Historical,-5,,6619,,53,441468,23,3938,47,263,320,1226
10177,WI,A+,26590,6/18/2020,Wisconsin,83,174,18055,6/18/2020 4:00:00 PM,460503,COVID Tracking Project Historical,7,,10638,701,55,433913,32,3160,,240,461,719
3017,WV,B,2418,6/18/2020,West Virginia,5,,1665,6/18/2020 5:00:00 PM,144429,COVID Tracking Project Historical,0,,3059,,54,142011,0,,2,25,42,88
1055,WY,C,1144,6/18/2020,Wyoming,,,870,6/18/2020 6:00:00 PM,36154,COVID Tracking Project Historical,0,,1085,,56,35010,0,97,,8,30,18
1474,AK,A,696,6/17/2020,Alaska,,,438,6/17/2020 12:00:00 AM,77709,COVID Tracking Project Historical,0,,1494,,02,77013,0,,0,23,20,12
4899,AL,B,27312,6/17/2020,Alabama,,,15974,6/17/2020 11:00:00 AM,310723,COVID Tracking Project Historical,5,401,5299,687,01,283411,37,2352,,688,400,790
14718,AR,A,13606,6/17/2020,Arkansas,,,8996,6/17/2020 3:10:00 PM,220699,COVID Tracking Project Historical,15,168,15133,,05,207093,26,1052,53,217,415,197
0,AS,C,0,6/17/2020,American Somoa,,,,6/1/2020 12:00:00 AM,174,COVID Tracking Project Historical,0,,0,,60,174,0,,,,0,0
10032,AZ,A+,40924,6/17/2020,Arizona,531,,6715,6/17/2020 12:00:00 AM,366193,COVID Tracking Project Historical,20,,11859,,04,325269,15,4224,346,1582,1827,1239
56778,CA,B,157015,6/17/2020,California,1318,,,6/17/2020 12:00:00 AM,2997988,COVID Tracking Project Historical,87,,60233,,06,2840973,0,,,4522,3455,5208
3368,CO,A,29442,6/17/2020,Colorado,,,4231,6/16/2020 12:00:00 AM,301449,COVID Tracking Project Historical,0,,4481,,08,227225,3,5272,,290,143,1373
4491,CT,B,45429,6/17/2020,Connecticut,,,7611,6/17/2020 4:00:00 PM,373279,COVID Tracking Project Historical,9,,4571,,09,327850,0,9912,,186,80,4219
2931,DC,A+,9847,6/17/2020,District of Columbia,73,,1155,6/16/2020 12:00:00 AM,70086,COVID Tracking Project Historical,3,,2960,,11,60239,0,,47,197,29,523
472,DE,A,10444,6/17/2020,Delaware,,,6305,6/16/2020 6:00:00 PM,86587,COVID Tracking Project Historical,3,,513,,10,76143,0,,,83,41,502
22840,FL,A,82719,6/17/2020,Florida,,1240,,6/17/2020 10:00:00 AM,1485759,COVID Tracking Project Historical,25,,25450,,12,1403040,184,12673,,,2610,3110
14537,GA,A,60030,6/17/2020,Georgia,,,,6/17/2020 2:50:00 PM,650467,COVID Tracking Project Historical,46,,15489,2084,13,590437,89,9543,,881,952,2575
164,GU,A,188,6/17/2020,Guam,0,,170,6/17/2020 6:45:00 AM,9198,COVID Tracking Project Historical,0,,166,,66,9010,0,,0,0,2,5
1211,HI,D,740,6/17/2020,Hawaii,,,637,6/16/2020 6:00:00 PM,63243,COVID Tracking Project Historical,0,,1215,,15,62503,1,92,,,4,17
4211,IA,A+,24461,6/17/2020,Iowa,64,,15289,6/17/2020 12:00:00 AM,235131,COVID Tracking Project Historical,4,,4493,,19,210670,0,,47,188,282,673
1059,ID,A,3540,6/17/2020,Idaho,8,,2921,6/16/2020 7:00:00 PM,66784,COVID Tracking Project Historical,0,,1137,101,16,63244,5,275,,28,78,88
29441,IL,A,135046,6/17/2020,Illinois,563,,,6/17/2020 12:00:00 AM,1259189,COVID Tracking Project Historical,87,,29987,,17,1124143,0,,331,1878,546,6666
7210,IN,A+,41013,6/17/2020,Indiana,238,,29671,6/16/2020 11:59:00 PM,371182,COVID Tracking Project Historical,28,,7437,1384,18,330169,45,6526,105,789,227,2475
4900,KS,A,11681,6/17/2020,Kansas,,,696,6/17/2020 10:00:00 AM,142124,COVID Tracking Project Historical,2,146,5162,333,20,130443,23,1011,,,262,247
3670,KY,B,12995,6/17/2020,Kentucky,61,,3444,6/17/2020 12:00:00 AM,299869,COVID Tracking Project Historical,6,,3836,971,21,286874,19,2455,,416,166,518
11576,LA,B,48634,6/17/2020,Louisiana,,,37017,6/17/2020 1:00:00 PM,545221,COVID Tracking Project Historical,20,,12504,,22,496587,0,,83,585,928,3062
8133,MA,A+,106151,6/17/2020,Massachusetts,227,,88725,6/17/2020 10:00:00 AM,732046,COVID Tracking Project Historical,69,,8399,,25,625895,58,10925,135,998,266,7734
11558,MD,A,62969,6/17/2020,Maryland,283,,4596,6/17/2020 10:00:00 AM,441343,COVID Tracking Project Historical,14,,12118,,24,378374,47,10309,,702,560,2996
1666,ME,A,2836,6/17/2020,Maine,10,,2275,6/16/2020 11:59:00 PM,74018,COVID Tracking Project Historical,1,,1683,,23,71182,2,323,5,27,17,102
14123,MI,A+,66497,6/17/2020,Michigan,210,,44964,6/17/2020 12:00:00 AM,849885,COVID Tracking Project Historical,2,,14351,,26,783388,0,,131,562,228,6036
19028,MN,A,31296,6/17/2020,Minnesota,181,,27404,6/16/2020 5:00:00 PM,448587,COVID Tracking Project Historical,13,,19442,1136,27,417291,31,3689,,351,414,1357
0,MO,B,16625,6/17/2020,Missouri,,,,6/17/2020 3:00:00 PM,285002,COVID Tracking Project Historical,27,,211,,29,268377,0,,66,533,211,909
0,MP,D,30,6/17/2020,Northern Mariana Islands,,,19,6/16/2020 6:09:00 PM,8169,COVID Tracking Project Historical,0,,0,,69,8139,0,,,,0,2
3097,MS,A,20641,6/17/2020,Mississippi,161,,15323,6/17/2020 7:00:00 PM,244389,COVID Tracking Project Historical,23,,3586,,28,223748,39,2767,100,668,489,938
1922,MT,C,630,6/17/2020,Montana,,,538,6/17/2020 12:00:00 AM,65515,COVID Tracking Project Historical,1,,1938,,30,64885,-1,78,,5,16,20
14999,NC,A,46855,6/17/2020,North Carolina,,,29219,6/17/2020 12:00:00 PM,667422,COVID Tracking Project Historical,14,,16001,,37,620567,0,,,846,1002,1168
981,ND,D,3166,6/17/2020,North Dakota,,,2756,6/17/2020 12:00:00 AM,89674,COVID Tracking Project Historical,1,,1023,,38,86508,1,201,,25,42,70
2694,NE,D,17031,6/17/2020,Nebraska,,,10529,6/16/2020 8:15:00 PM,142387,COVID Tracking Project Historical,11,,2874,,31,125356,28,1116,,156,180,231
1194,NH,B,5364,6/17/2020,New Hampshire,,,4067,6/16/2020 9:00:00 AM,100086,COVID Tracking Project Historical,6,,1213,155,33,94722,2,521,,62,19,326
15782,NJ,A+,167703,6/17/2020,New Jersey,358,,28966,6/17/2020 1:00:00 PM,1147841,COVID Tracking Project Historical,42,,16059,,34,980138,131,19010,254,1352,277,14575
3544,NM,C,9933,6/17/2020,New Mexico,,,4217,6/16/2020 5:51:00 PM,271553,COVID Tracking Project Historical,7,,3632,,35,261620,12,1698,,156,88,447
4952,NV,A+,11842,6/17/2020,Nevada,96,,640,6/17/2020 12:00:00 PM,227610,COVID Tracking Project Historical,1,,5136,,32,215768,0,,45,360,184,486
58774,NY,A,385142,6/17/2020,New York,431,,69085,6/17/2020 12:00:00 AM,3111119,COVID Tracking Project Historical,21,,59341,,36,2725977,0,89995,304,1479,567,24629
16018,OH,B,42422,6/17/2020,Ohio,215,,,6/17/2020 2:00:00 PM,584563,COVID Tracking Project Historical,14,,16430,1797,39,542141,44,7051,148,541,412,2611
3368,OK,A+,8904,6/17/2020,Oklahoma,92,,6898,6/17/2020 8:00:00 AM,265432,COVID Tracking Project Historical,1,,3627,,40,256528,16,1146,,181,259,364
4692,OR,A+,6218,6/17/2020,Oregon,54,,2457,6/17/2020 3:01:00 AM,184350,COVID Tracking Project Historical,1,,4812,,41,178132,17,929,26,158,120,183
9404,PA,A+,79818,6/17/2020,Pennsylvania,,,59863,6/17/2020 12:00:00 AM,612831,COVID Tracking Project Historical,43,,9739,,42,533013,0,,179,788,335,6319
0,PR,C,6003,6/17/2020,Puerto Rico,8,,,6/17/2020 6:30:00 AM,119283,COVID Tracking Project Historical,0,,52,,72,113280,0,,1,78,52,147
1207,RI,A+,16283,6/17/2020,Rhode Island,17,,1489,6/17/2020 3:00:00 AM,216622,COVID Tracking Project Historical,11,,3118,,44,121997,9,1898,13,126,51,876
4509,SC,A,20556,6/17/2020,South Carolina,,,9734,6/16/2020 11:59:00 PM,272754,COVID Tracking Project Historical,10,,5075,,45,252198,0,2055,,607,566,617
1702,SD,B,6050,6/17/2020,South Dakota,,,5143,6/16/2020 6:00:00 PM,68988,COVID Tracking Project Historical,1,,1786,,46,62938,8,570,,91,84,78
5270,TN,B,32143,6/17/2020,Tennessee,,,21282,6/17/2020 3:00:00 PM,644573,COVID Tracking Project Historical,4,,5583,,47,612430,34,2180,,632,313,497
18067,TX,B,96335,6/17/2020,Texas,,,62368,6/17/2020 4:45:00 PM,1369638,COVID Tracking Project Historical,33,,21196,,48,1273303,0,,,2793,3129,2062
2585,UT,A,15344,6/17/2020,Utah,64,,8552,6/17/2020 10:18:00 AM,278692,COVID Tracking Project Historical,4,142,2992,321,49,263348,29,1102,,270,407,149
8459,VA,A+,55775,6/17/2020,Virginia,249,313,7429,6/16/2020 5:00:00 PM,494341,COVID Tracking Project Historical,13,,8903,,51,438566,122,8367,120,938,444,1583
49,VI,C,73,6/17/2020,Virgin Islands,,13,64,6/17/2020 8:34:00 AM,2427,COVID Tracking Project Historical,0,,49,,78,2354,0,,,,0,6
774,VT,B,1130,6/17/2020,Vermont,,,915,6/17/2020 12:00:00 AM,53663,COVID Tracking Project Historical,0,,773,,50,52533,0,,,5,-1,55
8583,WA,B,28255,6/17/2020,Washington,,,,6/16/2020 2:59:00 AM,463424,COVID Tracking Project Historical,10,,8913,,53,435169,21,3915,47,256,330,1231
9406,WI,A+,26129,6/17/2020,Wisconsin,94,179,17613,6/17/2020 4:00:00 PM,449865,COVID Tracking Project Historical,9,,9691,696,55,423736,32,3128,,244,285,712
4264,WV,B,2376,6/17/2020,West Virginia,7,,1654,6/17/2020 5:00:00 PM,141370,COVID Tracking Project Historical,0,,4299,,54,138994,0,,2,23,35,88
631,WY,C,1114,6/17/2020,Wyoming,,,862,6/17/2020 6:00:00 PM,35069,COVID Tracking Project Historical,0,,656,,56,33955,1,97,,7,25,18
1766,AK,A,676,6/16/2020,Alaska,,,429,6/16/2020 12:00:00 AM,76215,COVID Tracking Project Historical,0,,1778,,02,75539,0,,2,22,12,12
2110,AL,B,26912,6/16/2020,Alabama,,,13508,6/16/2020 11:00:00 AM,305424,COVID Tracking Project Historical,11,399,2750,682,01,278512,56,2315,,683,640,785
1154,AR,A,13191,6/16/2020,Arkansas,,,8352,6/16/2020 3:10:00 PM,205566,COVID Tracking Project Historical,0,165,1428,,05,192375,23,1026,45,214,274,182
0,AS,C,0,6/16/2020,American Somoa,,,,6/1/2020 12:00:00 AM,174,COVID Tracking Project Historical,0,,0,,60,174,0,,,,0,0
6685,AZ,A+,39097,6/16/2020,Arizona,502,,6598,6/16/2020 12:00:00 AM,354334,COVID Tracking Project Historical,25,,9077,,04,315237,27,4209,340,1506,2392,1219
67465,CA,B,153560,6/16/2020,California,1272,,,6/16/2020 12:00:00 AM,2937755,COVID Tracking Project Historical,32,,69573,,06,2784195,0,,,4462,2108,5121
3902,CO,A,29299,6/16/2020,Colorado,,,4196,6/15/2020 12:00:00 AM,296968,COVID Tracking Project Historical,25,,5164,,08,223857,25,5269,,276,169,1373
6321,CT,B,45349,6/16/2020,Connecticut,,,7611,6/16/2020 8:30:00 PM,368708,COVID Tracking Project Historical,6,,6435,,09,323359,0,9912,,201,114,4210
1261,DC,A+,9818,6/16/2020,District of Columbia,70,,1155,6/15/2020 12:00:00 AM,67126,COVID Tracking Project Historical,5,,1280,,11,57308,0,,49,192,19,520
1325,DE,A,10403,6/16/2020,Delaware,,,6256,6/15/2020 6:00:00 PM,86074,COVID Tracking Project Historical,1,,1388,,10,75671,0,,,87,63,499
27342,FL,A,80109,6/16/2020,Florida,,1150,,6/16/2020 10:00:00 AM,1460309,COVID Tracking Project Historical,55,,30125,,12,1380200,191,12489,,,2783,3085
3818,GA,A,59078,6/16/2020,Georgia,,,,6/16/2020 3:32:00 PM,634978,COVID Tracking Project Historical,35,,4482,2065,13,575900,132,9454,,875,664,2529
273,GU,B,186,6/16/2020,Guam,,,169,6/16/2020 7:30:00 AM,9032,COVID Tracking Project Historical,0,,274,,66,8846,0,,,,1,5
546,HI,D,736,6/16/2020,Hawaii,,,630,6/15/2020 6:00:00 PM,62028,COVID Tracking Project Historical,0,,554,,15,61292,0,91,,,8,17
3124,IA,A+,24179,6/16/2020,Iowa,71,,15025,6/16/2020 12:00:00 AM,230638,COVID Tracking Project Historical,14,,3250,,19,206459,0,,49,193,126,669
2604,ID,A,3462,6/16/2020,Idaho,6,,2877,6/15/2020 7:00:00 PM,65647,COVID Tracking Project Historical,1,,2667,100,16,62185,4,270,,24,63,88
18106,IL,A,134500,6/16/2020,Illinois,561,,,6/16/2020 12:00:00 AM,1229202,COVID Tracking Project Historical,72,,18729,,17,1094702,0,,331,1939,623,6579
7560,IN,A+,40786,6/16/2020,Indiana,313,,29093,6/15/2020 11:59:00 PM,363745,COVID Tracking Project Historical,14,,7916,1383,18,322959,30,6481,121,860,356,2447
0,KS,A,11419,6/16/2020,Kansas,,,676,6/15/2020 1:30:00 PM,136962,COVID Tracking Project Historical,0,143,0,327,20,125543,0,988,,,0,245
0,KY,B,12829,6/16/2020,Kentucky,69,,3431,6/16/2020 12:00:00 AM,296033,COVID Tracking Project Historical,7,,182,969,21,283204,3,2436,,395,182,512
13458,LA,B,47706,6/16/2020,Louisiana,,,37017,6/16/2020 1:00:00 PM,532717,COVID Tracking Project Historical,24,,13992,,22,485011,0,,77,588,534,3042
6221,MA,A+,105885,6/16/2020,Massachusetts,244,,88725,6/16/2020 10:00:00 AM,723647,COVID Tracking Project Historical,18,,6416,,25,617762,50,10867,151,1045,195,7665
7740,MD,B,62409,6/16/2020,Maryland,284,,4579,6/16/2020 10:00:00 AM,429225,COVID Tracking Project Historical,35,,8117,,24,366816,40,10262,,742,377,2982
1355,ME,B,2819,6/16/2020,Maine,10,,2233,6/15/2020 11:59:00 PM,72335,COVID Tracking Project Historical,0,,1364,,23,69516,4,321,6,30,9,101
11313,MI,A+,66269,6/16/2020,Michigan,210,,44964,6/16/2020 12:00:00 AM,835534,COVID Tracking Project Historical,17,,11497,,26,769265,0,,131,562,184,6034
6034,MN,A,30882,6/16/2020,Minnesota,185,,27006,6/15/2020 5:00:00 PM,429145,COVID Tracking Project Historical,9,,6223,1128,27,398263,28,3658,,357,189,1344
4625,MO,B,16414,6/16/2020,Missouri,,,,6/16/2020 3:00:00 PM,284791,COVID Tracking Project Historical,2,,4850,,29,268377,0,,66,524,225,882
0,MP,D,30,6/16/2020,Northern Mariana Islands,,,19,6/15/2020 6:09:00 PM,8169,COVID Tracking Project Historical,0,,0,,69,8139,0,,,,0,2
9947,MS,A,20152,6/16/2020,Mississippi,160,,15323,6/15/2020 7:00:00 PM,240803,COVID Tracking Project Historical,20,,10300,,28,220651,48,2728,98,668,353,915
2635,MT,C,614,6/16/2020,Montana,,,535,6/16/2020 12:00:00 AM,63577,COVID Tracking Project Historical,0,,2640,,30,62963,1,79,,8,5,19
12191,NC,A,45853,6/16/2020,North Carolina,,,29219,6/16/2020 12:00:00 AM,651421,COVID Tracking Project Historical,36,,12942,,37,605568,0,,,829,751,1154
852,ND,D,3124,6/16/2020,North Dakota,,,2720,6/16/2020 12:00:00 AM,88651,COVID Tracking Project Historical,1,,875,,38,85527,3,200,,26,23,69
1632,NE,D,16851,6/16/2020,Nebraska,,,10351,6/15/2020 7:50:00 PM,139513,COVID Tracking Project Historical,4,,1758,,31,122662,13,1088,,160,126,220
0,NH,B,5345,6/16/2020,New Hampshire,,,4041,6/15/2020 9:00:00 AM,98873,COVID Tracking Project Historical,0,,0,154,33,93528,0,519,,69,0,320
15376,NJ,A+,167426,6/16/2020,New Jersey,362,,28872,6/16/2020 1:00:00 PM,1131782,COVID Tracking Project Historical,53,,15699,,34,964356,124,18879,245,1291,323,14533
4134,NM,C,9845,6/16/2020,New Mexico,,,4160,6/16/2020 10:58:00 AM,267921,COVID Tracking Project Historical,5,,4256,,35,258076,61,1686,,161,122,440
5661,NV,A+,11658,6/16/2020,Nevada,87,,640,6/16/2020 11:10:00 AM,222474,COVID Tracking Project Historical,2,,6040,,32,210816,0,,48,349,379,485
59937,NY,A,384575,6/16/2020,New York,449,,68938,6/16/2020 12:00:00 AM,3051778,COVID Tracking Project Historical,29,,60568,,36,2667203,0,89995,303,1538,631,24608
10531,OH,B,42010,6/16/2020,Ohio,216,,,6/16/2020 2:00:00 PM,568133,COVID Tracking Project Historical,24,,10965,1784,39,526123,59,7007,151,528,434,2597
10573,OK,A+,8645,6/16/2020,Oklahoma,75,,6765,6/16/2020 8:00:00 AM,261805,COVID Tracking Project Historical,4,,10801,,40,253160,13,1130,,172,228,363
3124,OR,A+,6098,6/16/2020,Oregon,50,,2431,6/16/2020 3:01:00 AM,179538,COVID Tracking Project Historical,2,,3402,,41,173440,13,912,22,141,278,182
9700,PA,A+,79483,6/16/2020,Pennsylvania,,,59612,6/16/2020 12:00:00 AM,603092,COVID Tracking Project Historical,33,,10062,,42,523609,0,,179,800,362,6276
0,PR,C,5951,6/16/2020,Puerto Rico,9,,,6/16/2020 6:30:00 AM,119231,COVID Tracking Project Historical,0,,61,,72,113280,0,,1,94,61,147
1486,RI,A+,16232,6/16/2020,Rhode Island,16,,1479,6/16/2020 3:00:00 AM,213504,COVID Tracking Project Historical,14,,3284,,44,120790,7,1889,13,129,52,865
11510,SC,A,19990,6/16/2020,South Carolina,,,9734,6/15/2020 11:59:00 PM,267679,COVID Tracking Project Historical,5,,12122,,45,247689,67,2055,,571,612,607
769,SD,B,5966,6/16/2020,South Dakota,,,5069,6/15/2020 6:00:00 PM,67202,COVID Tracking Project Historical,2,,807,,46,61236,18,562,,92,38,77
8342,TN,B,31830,6/16/2020,Tennessee,,,20710,6/16/2020 3:00:00 PM,638990,COVID Tracking Project Historical,10,,9012,,47,607160,40,2146,,621,670,493
29583,TX,B,93206,6/16/2020,Texas,,,60681,6/16/2020 5:15:00 PM,1348442,COVID Tracking Project Historical,46,,33681,,48,1255236,0,,,2518,4098,2029
2433,UT,B,14937,6/16/2020,Utah,,,8470,6/16/2020 10:36:00 AM,275700,COVID Tracking Project Historical,2,138,2762,311,49,260763,32,1073,,271,329,145
5994,VA,A+,55331,6/16/2020,Virginia,241,257,7341,6/15/2020 5:00:00 PM,485438,COVID Tracking Project Historical,18,,6439,,51,430107,113,8245,125,904,445,1570
0,VI,C,73,6/16/2020,Virgin Islands,,5,64,6/15/2020 7:46:00 AM,2378,COVID Tracking Project Historical,0,,0,,78,2305,0,,,,0,6
330,VT,B,1131,6/16/2020,Vermont,,,914,6/16/2020 12:00:00 AM,52890,COVID Tracking Project Historical,0,,333,,50,51759,0,,,12,3,55
10510,WA,B,27925,6/16/2020,Washington,,,,6/15/2020 2:59:00 AM,454511,COVID Tracking Project Historical,4,,10942,,53,426586,38,3894,38,235,432,1221
10883,WI,A+,25844,6/16/2020,Wisconsin,100,192,17122,6/16/2020 4:00:00 PM,440174,COVID Tracking Project Historical,9,,11181,687,55,414330,35,3096,,275,298,703
5075,WV,B,2341,6/16/2020,West Virginia,8,,1636,6/16/2020 10:00:00 AM,137071,COVID Tracking Project Historical,0,,5118,,54,134730,0,,3,24,43,88
